slug	rank	id	frozen	http	card_name	rakuten_item_name	maker_model	brand	axis_count	axis_first	card_price	current_price	stock	flags	checked_at	judged_task	sku_selected
camp-electric-heater	2	plusminuszero-xhsh210	0	200	±0 プラスマイナスゼロ カーボンヒーター XHS-H210 ホワイト 300W	数量限定 電気ヒーター 電気ストーブ 首振り 300w ±0 カーボンヒーター XHS-H210 プラスマイナスゼロ プラマイゼロ スリム 小型 暖房 ヒーター 遠赤外線 おしゃれ 足元暖房器具 暖かい 安全機能 軽量◇暖房器具 送料無料 P10倍	XHS-H210	±0	選択:2|選択:2	選択:当日出荷|選択:ホワイト	5940	5940	qty=1	OK	2026-09-21T11:50:39Z	campkit-20260921-25	1421115/当日出荷/ホワイト
camp-electric-heater	3	yamazen-dsf041	0	200	山善 あしもとあったかストーブ DS-F041(W) ホワイト 400W	【15%OFFクーポン 9/24 09:59まで】ストーブ 電気ストーブ あしもとあったかストーブ おしゃれ 400W DS-F041(W) ヒーター 電気ヒーター 小型ヒーター 足元暖房 シンプル コンパクト かわいい おしゃれ 山善 YAMAZEN 【送料無料】	DS-F041(W)	山善 / YAMAZEN			4280	4280	qty=26	OK	2026-09-21T11:50:39Z	campkit-20260921-25	67417
camp-electric-heater	4	atrise-panel-heater	0	200	atRise パネルヒーター 折りたたみ式 160W ブランケット・リモコン付き	＼2026年最新版♪／ パネルヒーター 足元ヒーター 折りたたみ デスク下 暖房器具 足元 ヒーター リモコン付き こたつ ワイド 省エネ 節電 オフィス 遠赤外線 デスク デスクヒーター PSE認証 省エネ 節電 ラウンド 静音	Y0731-B	NiMore	モデル:1	モデル:2025-2026最新モデル	7980	7980	qty=133	OK	2026-09-21T11:50:39Z	campkit-20260921-25	Y0731-B/2025-2026最新モデル
camp-electric-heater	5	moderndeco-ceramic	0	200	モダンデコ セラミックファンヒーター 人感センサー付き 600W/1200W切替 2.3kg	[6%クーポン] [即日出荷] [レビュー14000件超え／高評価4.4点] ヒーター 人感センサー 電気ストーブ 足元 オフィス 省エネ おしゃれ 即暖 セラミックヒーター ファンヒーター セラミックファンヒーター パネルヒーター コンパクト 薄型 小型	-	モダンデコ	タイプ:2|カラー:5	タイプ:レギュラー|カラー:ホワイト	5999	5999	qty=488	color_unspecified,size_unspecified	2026-09-21T11:50:39Z	campkit-20260921-25	r-sku00000034/レギュラー/ホワイト
camp-fan-summer	1	fan-soppy	0	200	充電式扇風機 卓上 吊り下げ サーキュレーター コードレス アウトドア扇風機 静音 強力送風 キャンプ 20000mAh大容量 自動首振り 風量最大100段階 LEDライト タイマー 車中泊	在庫処分★24％OFF：5980→4580【2026年新モデル・コスパ最高！20000mAh大容量バッテリー・長時間使用・自動首振り 】充電式 扇風機卓上吊り下げサーキュレータコードレス充電式アウトドア扇風機静音強力送風キャンプせんぷうき風量LEDライトタイマ充電式ファン車中泊	YH-F143	SOPPY	型番:1|カラー:1|タイプ:1	型番:YH-F143|カラー:ブラック|タイプ:扇風機	5280	4580	qty=263	price_mismatch	2026-09-21T11:50:39Z	campkit-20260921-25	j1007670101/YH-F143/ブラック/扇風機
camp-fan-summer	2	fan-hagoogi	0	404	hagoogi キャンプ 扇風機 アウトドア 首振り DCモーター 収納ケース付き 充電式 軽量 静音 10000mAh 27時間 4段階風量調節 LEDライト タイマー 卓上 吊り下げ コードレス						15980			404	2026-09-21T11:50:39Z	campkit-20260921-25	
camp-fan-summer	3	fan-icarry	0	200	i.Carry コードレス扇風機 直径30cm DCモーター 強力 首振り 充電式 リモコン 折りたたみファン タイマー 風量8段階 コンパクト収納 10800mAhバッテリー内蔵 アウトドア キャンプ	i.Carry コードレス扇風機 直径30cm DCモーター 強力 首振り 充電式 リモコン 折りたたみファン タイマー 風量8段階 コンパクト収納 おしゃれ サーキュレーター 10800mAhバッテリー内蔵 災害 アウトドア キャンプ 公園 送風	17-FAN8	i.Carry	種類:1|カラー:2	種類:FAN8|カラー:ホワイト	12800	12800	soldout	color_unspecified	2026-09-21T11:50:39Z	campkit-20260921-25	r-sku00000001/FAN8/ホワイト
camp-fan-summer	4	fan-pse	0	200	アウトドア 扇風機 自動首振り 充電式 DCモーター 軽量 低騒音 リモコン付き タイマー 風量4段階調節 LEDライト 卓上 スタンド式 壁掛け 吊り下げ 20000mAh PSE認証済み	【20000mAh＆PSE認証済み】アウトドア扇風機 キャンプ 充電式 ポータブル扇風機 リモコン付き 大容量バッテリー LEDライト 自動首振り 強力 DCモーター 軽量 強風 タイマー 風量4段階調節 卓上 スタンド式 壁掛け 吊り下げクッリプ	-	-	カラー:3	カラー:ブラック	7780	5480	qty=58	price_mismatch	2026-09-21T11:50:39Z	campkit-20260921-25	electric-fan1/ブラック
camp-fan-summer	5	fan-marz	0	200	扇風機 DCモーター サーキュレーター コードレス 折りたたみ扇風機 首振り リモコン付き キャンプ 充電式 自動首振り 10800mAh 静音 コンパクト ポータブル 熱中症対策 防災	扇風機 DCモーター サーキュレーター コードレス dc 折りたたみ扇風機 首振り リモコン付き キャンプ 卓上扇風機 充電式 4段階風量調整 高さ調整 自動首振り 10800mAh 静音 室内干し コンパクト ポータブル 夏 熱中症対策 防災【1年保証】	-	-	カラー:2|オプション有無:2|配送方法:2	カラー:ブラック|オプション有無:ラッピングなし|配送方法:日本郵便	6480	7980	qty=14	color_unspecified,price_mismatch	2026-09-21T11:50:39Z	campkit-20260921-25	independencefan002-bk/ブラック/ラッピングなし/ヤマト
camp-gift	1	gift-sierra-cup	0	404	スノーピーク チタンシェラカップ E-104						2508			404	2026-09-21T11:50:39Z	campkit-20260921-25	
camp-gift	2	gift-gloves	0	200	ラドウェザー LAD WEATHER 防寒手袋 完全防水 3M高級中綿 スマートフォン対応	手袋 メンズ レディース 防寒 完全防水 3M高級中綿 スマートフォン対応 すべり止め 防寒グローブ 防寒手袋 バイク グローブ 春 秋 冬 自転車 サイクリンググローブ 通勤 通学 アウトドア 登山 キャンプ 釣り 防水 手袋 暖かい 防寒グッズ【ラドウェザー LAD WEATHER】	ladgloves009	ラドウェザー / LAD WEATHER / LAD WEATHER（ラドウェザー）	サイズ:4	サイズ:Sサイズ	1480	1480	qty=1024	OK	2026-09-21T11:50:39Z	campkit-20260921-25	01bk-s/Sサイズ
camp-gift	3	gift-titanium-mug	0	200	WAQ チタンマグカップ 450ml	【9/24 1:59まで★エントリーでP10倍※11/19頃付与】 WAQ チタンマグカップ 450ml チタン製 蓋つき チタンマグ 直火 シングルマグ 目盛り付き アウトドア キャンプ WAQ-TM1	waq-tm1	WAQ	商品詳細:2	商品詳細:単品1個	3680	3680	qty=16	OK	2026-09-21T11:50:39Z	campkit-20260921-25	waq-tm1/単品1個
camp-gift	5	gift-lantern	0	200	Soomloom 2Wayランタン Helio5000	Soomloom 2Wayランタン Helio5000 スームルームランタン 最大300ルーメン 5000mAh LED ランタン 懐中電灯 2way キャンプライト USB Type-C充電 調節可能 キャンプランタン アウトドア 防災 防水レベルIPX4 LEDミニランタン アウトドア	-	SOOMLOOM	数量:4|セット:2	数量:１個|セット:ランタンのみ	2970	2970	soldout	OK	2026-09-21T11:50:39Z	campkit-20260921-25	outdoor-158-renew/１個/ランタンのみ
camp-gift	6	gift-blanket	0	200	OneTigris ダウンブランケット 195×135cm グリーン	★20％オフクーポンあり→7,647円★送料無料 OneTigris ダウンブランケット 195cm135cm マルチブランケット 防寒 キャンプ アウトドア ひざ掛け 掛け布団 車中泊 超軽量 テント用キルト 柔らかい 暖かい 防災	CE-YBZ03-OD	OneTigris Camping	カラー:4	カラー:ブルー	9559	9559	qty=43	OK	2026-09-21T11:50:39Z	campkit-20260921-25	CE-YBZ03-OD/‐グリーン
camp-gift	7	gift-portable-power	0	200	Jackery ポータブル電源 240 New 256Wh	【クーポン利用で27,880円 9/25 23:59まで】Jackery ポータブル電源 240 New 256Wh リン酸鉄 長寿命 定格300W コンパクト 軽量 急速充電 家庭用 アウトドア用 防災 車中泊 UPS機能 アプリ遠隔操作 純正弦波 ジャクリ	240 NEW	Jackery	型番:2	型番:240 NEW	32800	32800	qty=52	OK	2026-09-21T11:50:39Z	campkit-20260921-25	21-0001-000215/240 NEW
camp-grill-plate	1	grill-zeoor	0	200	【レビューを書いて500円OFFクーポン】 ZEOOR ゼオール グリルプレートスタンドM キャンプ バーベキュー アウトドア用品 ロゴス 焚き火台 LOGOS the ピラミッドTAKIBI M 専用 鉄板 五徳 焚火台 焚火 焚き火 ロストル 焼肉 炭火コンロ バーベキューグリル 焼き網	【レビューを書いて500円OFFクーポン】 ZEOOR ゼオール グリルプレートスタンドM キャンプ バーベキュー アウトドア用品 ロゴス 焚き火台 LOGOS the ピラミッドTAKIBI M 専用 鉄板 五徳 焚火台 焚火 焚き火 ロストル 焼肉 炭火コンロ バーベキューグリル 焼き網	LO20-51	ZEOOR			4070	4070	qty=99973	store_copy	2026-09-21T11:50:39Z	campkit-20260921-25	lo20-51
camp-grill-plate	2	grill-captainstag	0	200	【送料無料】キャプテンスタッグ ラウンド グリルプレート 30cm UG-1592	【送料無料】キャプテンスタッグ ラウンド グリルプレート 30cm UG-1592	UG-1592	CAPTAIN STAG			3958	3958	soldout	store_copy	2026-09-21T11:50:39Z	campkit-20260921-25	1986417
camp-grill-plate	3	grill-shos-a4	0	200	笑's A-4君専用グリルプレート アウトドア キャンプ 焚き火	笑's A-4君専用グリルプレート アウトドア キャンプ 焚き火	SHO-003-01	笑's	カラー:1|サイズ:1	カラー:ONE|サイズ:ONE	2310	2310	qty=1	OK	2026-09-21T11:50:39Z	campkit-20260921-25	shs239026ONEONE/ONE/ONE
camp-grill-plate	4	grill-bushcraft	0	200	クーポンで15%OFF★Bush Craft Inc. ブッシュクラフト 焚き火グリルプレート【Sx】【T】ギフト｜アウトドア キャンプ バーベキュー 調理器具 焼き網 アルミ 軽量 携帯 調理プレート BBQグリル 収納ケース付き	クーポンで15%OFF★Bush Craft Inc. ブッシュクラフト 焚き火グリルプレート【Sx】【T】｜アウトドア キャンプ バーベキュー 調理器具 焼き網 アルミ 軽量 携帯 調理プレート BBQグリル 収納ケース付き	-	-	サイズ:1|カラー:1	サイズ:ワンサイズ|カラー:ブラウン	2970	2970	qty=1000	store_copy	2026-09-21T11:50:39Z	campkit-20260921-25	2261327/ワンサイズ/ブラウン
camp-grill-plate	5	grill-shos-bgo	0	200	笑's コンパクト焚き火グリル 「B-GO」 3点セット （B-GO本体+専用グリルプレート+専用ハードロストル） バーベキューグリル コンパクト焚き火グリル 焚き火 BBQ キャンプ ソロキャンプ 料理 焚き火料理 ステンレス 持ち運び簡単 組立簡単 バーベキュー アウトドア 登山	笑's コンパクト焚き火グリル 「B-GO」 3点セット （B-GO本体+専用グリルプレート+専用ハードロストル） バーベキューグリル コンパクト焚き火グリル 焚き火 BBQ キャンプ ソロキャンプ 料理 焚き火料理 ステンレス 持ち運び簡単 組立簡単 バーベキュー アウトドア 登山	-	笑's	カラー:1|サイズ:1	カラー:ONE|サイズ:ONE	11000	14190	qty=19	price_mismatch	2026-09-21T11:50:39Z	campkit-20260921-25	18922/ONE/ONE
camp-hammock	1	adepeche-3way-set	0	200	a.depeche 自立式ハンモック 3way 5点セット SHP-3WHMK ハンモックチェア スタンド 折りたたみ	【ポイント10倍！24日01:59まで】ハンモック 自立式 3way 室内 おしゃれ 屋外 一人用 5点セット ハンモックチェアー ハンガーラック スタンド 折りたたみ 持ち運び ネイビー ブルー カーキ マスタード SHP-3WHMK アウトドア 送料無料	020-SHP-3WHMK-KHXBR	アデペシュ / a.depeche	カラー:3	カラー:カーキ	20790	24750	qty=59	price_mismatch	2026-09-21T11:50:39Z	campkit-20260921-25	6681/カーキ
camp-hammock	2	groovy-3way	0	200	Groovy 自立式ハンモック 3way 折りたたみ ハンモックチェア スタンド	SALE ＼TVで紹介されました／【楽天ランキング１位】ハンモック 自立式 室内 チェアー ハンモック自立式 3way 折りたたみハンモック 椅子 物干し ハンモックチェア 室内 室外 スタンド カラフル ハンガーラック 布団干し 部屋干し 樅	27257	Funmock	納期:1|カラー:2	納期:即納|カラー:カリフォルニア	9720	9720	qty=37	OK	2026-09-21T11:50:39Z	campkit-20260921-25	33032/即納/カリフォルニア
camp-hammock	3	osoto-normal	0	200	OSOTO ゆらふわモック ノーマルタイプ 自立式ハンモック 折りたたみ スタンド付 収納	【送料無料】 自立式ハンモック ゆらふわモック ノーマルタイプ 室内 アウトドア 折りたたみ カラフル キャンプ ベランダ セール sale ピクニック ポータブル 人気 コンパクト 屋外 レジャー ギフト 庭 海 スタンド フレーム	-	シェアスタイル	＜スタンドカラー＞:3|＜ネットカラー＞:7	＜スタンドカラー＞:スタンドカラー/ホワイト|＜ネットカラー＞:ネットカラー/レインボー	8082	8480	soldout(others:18)	price_mismatch	2026-09-21T11:50:39Z	campkit-20260921-25	15503/スタンドカラー/ホワイト/ネットカラー/レインボー
camp-hammock	4	marz-3way-long	0	200	marz 自立式ハンモック 3way ロング ハンモックチェア スタンド 折りたたみ	ハンモック 自立式 3way マルチ 室内 ハンモック 自立 ポータブル おしゃれ デザイン ロング ハンモックチェアー スタンド 折りたたみ スタンド チェア 屋外 野外 アウトドア ベランダ レジャー キャンプ用品 プレゼント ハンガーラック 布団干し 部屋干し	-	-	フレーム:2|ネット:1|チェアネット:3|アンダーキルト:2	フレーム:ブラック|ネット:ブラウン|チェアネット:クリームブラウン|アンダーキルト:なし	8980	10490	qty=151	price_mismatch	2026-09-21T11:50:39Z	campkit-20260921-25	hammock-004-bkbr-crbr-1/ブラック/ブラウン/クリームブラウン/なし
